Date,Bid,Offer
07/07/2018 11:43:49,1.24230762070152,0.384172784343442
08/07/2018 11:43:49,2.17884626946358,1.69054667730376
09/07/2018 11:43:49,2.75869908032878,2.31361428197176
10/07/2018 11:43:49,3.53876082437987,3.35051998978039
11/07/2018 11:43:49,5.46381433609119,4.50194389629268
12/07/2018 11:43:49,6.46293105113457,5.5843467840852
13/07/2018 11:43:49,7.34892308541989,6.61251954250621
14/07/2018 11:43:49,7.84734824199572,7.79447387940924
15/07/2018 11:43:49,8.93430097211818,8.13246939011499
16/07/2018 11:43:49,10.6267232627732,9.78620934662698
17/07/2018 11:43:49,10.3082289790307,10.0897822226816
18/07/2018 11:43:49,11.8707193470889,11.529974885066
19/07/2018 11:43:49,12.5563089701144,12.4585374195401
20/07/2018 11:43:49,14.1238835915569,13.3368306445595
21/07/2018 11:43:49,14.9309222539565,14.8038976144995
22/07/2018 11:43:49,16.3391376129999,15.7322795324644
23/07/2018 11:43:49,16.9450159477745,16.8618949706954
24/07/2018 11:43:49,18.0543973539278,17.7381567232023
25/07/2018 11:43:49,19.3101713905624,18.8647652654279
26/07/2018 11:43:49,19.5844186379502,19.092965290925
27/07/2018 11:43:49,20.7703352732446,20.5411035015905
28/07/2018 11:43:49,22.2248342233826,21.9350669006515
29/07/2018 11:43:49,23.8342445054251,22.8804315709884
30/07/2018 11:43:49,24.919496631678,23.9755779541915
31/07/2018 11:43:49,24.283756251579,24.2577954401531
01/08/2018 11:43:49,26.0113711003267,25.4246770774129
02/08/2018 11:43:49,27.3551573354542,26.775176898006
03/08/2018 11:43:49,27.3645974026828,27.1988713746885
04/08/2018 11:43:49,28.6779621665729,28.3281599512921
05/08/2018 11:43:49,29.2456049040172,29.0297621726197
06/08/2018 11:43:49,30.6717211965805,30.1082541537975
07/08/2018 11:43:49,31.7592624769356,31.3843432201
08/08/2018 11:43:49,33.2070796108838,32.2295909073342
09/08/2018 11:43:49,33.5460878617811,33.0166892963539
10/08/2018 11:43:49,35.4764800683951,34.9982468197114
11/08/2018 11:43:49,35.8751723621391,35.1881090971586
12/08/2018 11:43:49,37.00362229068,36.7088662910782
13/08/2018 11:43:49,38.1599608655833,37.2994104145558
14/08/2018 11:43:49,38.5235874180326,38.2833798556977
15/08/2018 11:43:49,39.9650373761379,39.4603128910346
16/08/2018 11:43:49,40.5151055634558,40.1221935963827
17/08/2018 11:43:49,42.3071943099178,41.5292575068442
18/08/2018 11:43:49,42.8479330715947,42.7023475620441
19/08/2018 11:43:49,44.1135957157768,43.8316811825296
20/08/2018 11:43:49,45.4566802975986,44.8842496023906
21/08/2018 11:43:49,46.5030437295805,45.9880806794335
22/08/2018 11:43:49,47.2927665120423,46.4156439525148
23/08/2018 11:43:49,48.3608356520351,47.3831991932277
24/08/2018 11:43:49,49.4050361953699,48.8448885515541
25/08/2018 11:43:49,49.9631192828357,49.0601764153969
