Date,Bid,Offer
07/07/2018 11:43:49,0.640475322790665,0.296967578258816
08/07/2018 11:43:49,2.66199429643433,1.72679007739145
09/07/2018 11:43:49,3.2578625065544,2.75721588719507
10/07/2018 11:43:49,4.37245014979152,3.57809193785213
11/07/2018 11:43:49,4.48928561363802,4.2960960223787
12/07/2018 11:43:49,6.06196435776631,5.99837004439829
13/07/2018 11:43:49,7.43442175650709,6.92193625025541
14/07/2018 11:43:49,8.29039224902652,7.89270141995172
15/07/2018 11:43:49,9.47687999553833,8.61509080911758
16/07/2018 11:43:49,9.72606519410669,9.49164368654212
17/07/2018 11:43:49,11.1352848327417,10.4606261306725
18/07/2018 11:43:49,11.526825397055,11.1772905374771
19/07/2018 11:43:49,13.2511985782772,12.6328973684613
20/07/2018 11:43:49,14.3243777711524,13.502023363254
21/07/2018 11:43:49,15.0699952165922,14.2053163625325
22/07/2018 11:43:49,16.1919651293158,15.9904772555411
23/07/2018 11:43:49,16.8582751144926,16.1957048565129
24/07/2018 11:43:49,17.7829456863845,17.736410008155
25/07/2018 11:43:49,18.4306032100835,18.0507715540243
26/07/2018 11:43:49,20.144882853676,19.8818355551371
27/07/2018 11:43:49,21.6380816137595,20.9059480730938
28/07/2018 11:43:49,22.3994082833638,21.9803089145479
29/07/2018 11:43:49,22.5304270780321,22.0962981596106
30/07/2018 11:43:49,24.3403920747062,23.4095220218457
31/07/2018 11:43:49,24.7651303106757,24.412499122048
01/08/2018 11:43:49,26.7247998112462,25.743977176372
02/08/2018 11:43:49,26.9756770939453,26.5609011997287
03/08/2018 11:43:49,28.4356490217315,27.813340145542
04/08/2018 11:43:49,28.5434724248682,28.1662172070547
05/08/2018 11:43:49,29.4412215279607,29.3023068505816
06/08/2018 11:43:49,31.7543607860591,30.9986232561053
07/08/2018 11:43:49,32.0204590177259,31.5890418494069
08/08/2018 11:43:49,32.9995945063418,32.2027123357182
09/08/2018 11:43:49,34.1272554491308,33.8678894568551
10/08/2018 11:43:49,35.6222412398189,34.7760754980967
11/08/2018 11:43:49,35.5821784281089,35.3469192750505
12/08/2018 11:43:49,37.2085500192868,36.9799536312837
13/08/2018 11:43:49,38.0569660244775,37.3284734344708
14/08/2018 11:43:49,39.4525409561827,38.6943497875213
15/08/2018 11:43:49,39.4520051500071,39.2532366999673
16/08/2018 11:43:49,40.7799324983637,40.2087791879702
17/08/2018 11:43:49,42.2625404597551,41.4098552858503
18/08/2018 11:43:49,42.1303562983546,42.1207016776878
19/08/2018 11:43:49,44.4215156363423,43.640586674046
20/08/2018 11:43:49,44.9633312444032,44.8492301124377
21/08/2018 11:43:49,46.5538348073856,45.8803184711748
22/08/2018 11:43:49,46.8204456832355,46.0775248054776
23/08/2018 11:43:49,47.4146345855736,47.2644240424337
24/08/2018 11:43:49,48.6919834374878,48.1430916912589
25/08/2018 11:43:49,49.5158030220847,49.2163870330976
