Date,Bid,Offer
07/07/2018 11:43:49,1.02415717161454,0.244628797864834
08/07/2018 11:43:49,2.43851732063969,1.83222801044221
09/07/2018 11:43:49,2.20500257760519,2.10561071480886
10/07/2018 11:43:49,4.57500676790951,3.62258232739874
11/07/2018 11:43:49,4.51832260820937,4.18160583832376
12/07/2018 11:43:49,6.02063481417514,5.44207287227831
13/07/2018 11:43:49,7.27003714967055,6.36937130306352
14/07/2018 11:43:49,8.41836155970505,7.79841267820374
15/07/2018 11:43:49,8.28412536451785,8.28219957010923
16/07/2018 11:43:49,10.6281856375878,9.99635525792668
17/07/2018 11:43:49,11.3592159707841,10.4879068715907
18/07/2018 11:43:49,12.3015947916087,11.8692734352636
19/07/2018 11:43:49,12.7898876186413,12.7377375330486
20/07/2018 11:43:49,14.0116743035669,13.9697357141272
21/07/2018 11:43:49,14.5107601147661,14.1340781744263
22/07/2018 11:43:49,15.7772986878535,15.0473957034049
23/07/2018 11:43:49,17.1377733550676,16.5645396688788
24/07/2018 11:43:49,18.1020677262461,17.8531494233073
25/07/2018 11:43:49,18.9314340138489,18.8958624018803
26/07/2018 11:43:49,20.1167203807816,19.1176980371204
27/07/2018 11:43:49,20.3975656276557,20.0636711204721
28/07/2018 11:43:49,22.2813363123133,21.8345290919927
29/07/2018 11:43:49,22.7316165662984,22.0673947073833
30/07/2018 11:43:49,24.0952845360596,23.3445911371822
31/07/2018 11:43:49,25.1029250091421,24.5806761470533
01/08/2018 11:43:49,25.6481961871722,25.1595657463929
02/08/2018 11:43:49,26.0873356499185,26.0291228941777
03/08/2018 11:43:49,27.5400382492412,27.1667185505697
04/08/2018 11:43:49,29.3101615925832,28.9102549384862
05/08/2018 11:43:49,29.922012406365,29.8685517771489
06/08/2018 11:43:49,30.7102998866282,30.1296561486691
07/08/2018 11:43:49,32.6232701640684,31.8183462660845
08/08/2018 11:43:49,33.0014909543104,32.2893210664807
09/08/2018 11:43:49,33.8101598898928,33.014022273018
10/08/2018 11:43:49,34.5970107985647,34.0475164232997
11/08/2018 11:43:49,35.9707144377617,35.7240864796211
12/08/2018 11:43:49,37.8815606715537,36.8842277572883
13/08/2018 11:43:49,37.7221716235961,37.568159259189
14/08/2018 11:43:49,38.4592462221436,38.0367800072007
15/08/2018 11:43:49,39.4384423230954,39.3649266489618
16/08/2018 11:43:49,40.9266012636603,40.7075589484105
17/08/2018 11:43:49,42.0730917547238,41.4612624423864
18/08/2018 11:43:49,42.7758814565725,42.217116193947
19/08/2018 11:43:49,44.207107003409,43.7007800902709
20/08/2018 11:43:49,44.8863448602549,44.4065151356191
21/08/2018 11:43:49,45.8346191122358,45.3386633644526
22/08/2018 11:43:49,46.231257242724,46.1670198348197
23/08/2018 11:43:49,48.3523935775051,47.869366194992
24/08/2018 11:43:49,48.5451534351079,48.5155482410991
25/08/2018 11:43:49,49.5127109733935,49.1574861538398
